"id","airport_ref","airport_ident","length_ft","width_ft","surface","lighted","closed","le_ident","le_latitude_deg","le_longitude_deg","le_elevation_ft","le_heading_degT","le_displaced_threshold_ft","he_ident","he_latitude_deg","he_longitude_deg","he_elevation_ft","he_heading_degT","he_displaced_threshold_ft"
265095,6831,05MA,100,40,ASPH,0,0,H1,,,,,,,,,,188,
256912,6832,05MD,2700,80,TURF,0,0,18,,,,,500,36,,,,,
256013,6833,05ME,900,40,TURF,0,0,E,,,,,,W,,,,,
269451,6834,05MO,30,30,CONC-G,0,0,H1,,,,,,,,,,,
265096,6835,05MS,40,40,CONC,1,0,H1,,,,,,,,,,,
269452,6836,05NC,40,40,CONC,1,0,H1,,,,,,,,,,,
248198,6837,05NE,3210,80,TURF,0,0,15,,,,,,33,,,,,
269453,6838,05NH,100,100,TURF,0,0,H1,,,,,,,,,,,
269454,6839,05NJ,60,60,CONC,1,0,H1,,,,,,,,,,,
269455,6840,05NY,75,75,ASPH-CONC-G,0,0,H1,,,,,,,,,,,
347923,347917,05OG,50,50,ASP,1,0,H1,,,,,,,,,,,
252094,6841,05OI,2000,100,TURF,0,0,9,,,,,,27,,,,,500
255593,6842,05OK,2200,90,TURF,0,0,17,,,,,,35,,,,,
252203,6843,05OR,2600,50,TURF,0,0,11,,,,,,29,,,,,
269456,6843,05OR,75,75,TURF,0,0,H1,,,,,,,,,,,
269457,6844,05PA,70,70,ASPH,0,0,H1,,,,,,,,,,,
269458,6845,05PN,120,120,ASPH,0,0,H1,,,,,,,,,,,
251648,6846,05PS,2319,100,TURF,0,0,6,40.1412,-77.8655,,,320,24,40.146,-77.86,,,895
246531,6847,05S,2940,45,TURF-G,0,0,9,,,,,,27,,,,,
252110,6848,05TA,1700,40,TURF-G,0,0,17,,,,,240,35,,,,,120
249408,6849,05TE,1500,50,TURF,0,0,15,,,,,,33,,,,,
248774,6851,05TS,1700,90,TURF,0,0,17,,,,,,35,,,,,
257314,6852,05TX,2075,50,TURF,0,0,15,,,,,,33,,,,,
242390,6853,05UT,3950,50,ASPH-P,0,0,14,37.038,-110.321,,149,,32,37.0287,-110.314,,,
255388,6854,05V,6160,52,DIRT-G,0,0,3,37.4048,-105.56,7696,41,,21,37.4175,-105.546,7720,221,
253174,6855,05VA,2000,40,TURF,0,0,18,,,,,,36,,,,,
269459,6856,05VT,80,80,CONC,0,0,H1,,,,,,,,,,,
269460,6857,05WA,40,40,CONC,0,0,H1,,,2220,,,,,,,,
249811,6858,05WI,1800,60,TURF,0,0,E,,,,,,W,,,,,
264540,45907,05WN,1700,50,TURF-GRVL,0,0,9,,,,,,27,,,,292.2,
249655,6859,05XS,2600,100,TURF,0,0,1,,,,,,19,,,,,
252823,6860,05Y,3280,200,TURF-G,1,0,17,46.3084,-95.4423,1440,,,35,46.2996,-95.4423,1455,,
264063,45272,06AK,2000,40,GRVL,0,0,2,,,,,,20,,,,,
265097,6861,06AL,1600,75,ASPH,0,0,H1,,,,,,,,,,,
265098,6861,06AL,1600,75,ASPH,0,0,H2,,,,,,,,,,,
265099,6861,06AL,1600,75,ASPH,0,0,H3,,,,,,,,,,,
265100,6861,06AL,1600,75,ASPH,0,0,H4,,,,,,,,,,,
265101,6861,06AL,1600,75,ASPH,0,0,H5,,,,,,,,,,,
265102,6861,06AL,1600,75,ASPH,0,0,H6,,,,,,,,,,,
265103,6861,06AL,1600,75,TURF,0,0,H7,,,,,,,,,,,
257167,6862,06AR,2900,125,TURF,1,0,16,,,,,,34,,,,,
265104,6863,06AZ,80,80,CONC,1,0,H1,,,,,,,,,,,
257162,6864,06B,15000,4000,WATER-E,0,0,2,,,,,,20,,,,,
265105,6865,06CA,20,20,CONC,0,0,H1,,,,,,,,,,,
265106,6866,06CL,46,46,CONC,1,0,H1,,,,,,,,,,,
249380,6867,06CO,4500,75,TURF,0,0,17,,,,,,35,,,,,
245598,6868,06FA,7003,150,ASPH,1,0,9,26.9081,-80.3392,28,90,241,27,26.9082,-80.3177,28,270,241
255035,6869,06FD,3400,120,TURF,0,0,18,,,,,,36,,,,,
265107,6870,06FL,200,100,TURF,0,0,H1,,,,,,,,,,,
265108,6871,06GA,300,300,TURF,0,0,H1,,,,,,,,,,,
247546,6872,06I,16000,3500,WATER,0,0,E,,,,,,W,,,,,
246797,6873,06IA,1750,100,TURF,0,0,9,,,,,,27,,,,,
251133,6874,06ID,2200,80,GRVL-DIRT,0,0,9,,,,,,27,,,,,
251807,6875,06IL,2580,70,TURF,0,0,9,,,,,,27,,,,,
257009,6876,06IN,1600,75,TURF,0,0,N,,,,,,S,,,,,
253637,6877,06IS,2600,70,TURF,0,0,18,,,,,,36,,,,,
265109,6878,06KS,25,25,TURF,0,0,H1,,,,,,,,,,,
265110,6879,06KY,60,60,CONC,0,0,H1,,,,,,,,,,,
265111,6880,06LA,39,39,CONC,0,0,H1,,,,,,,,,,,
265112,6881,06LL,40,40,CONC,0,0,H1,,,,,,,,,,,
265113,6882,06LS,40,40,CONC,0,0,H1,,,,,,,,,,,
265114,6883,06MA,15,15,ASPH,0,0,H1,,,,,,,,,,,
265115,6884,06MD,60,60,CONC,1,0,H1,,,,,,,,,,,
265117,6885,06MI,45,45,CONC,0,0,H1,,,,,,,,,,,
265116,6885,06MI,45,45,ASPH,0,0,H2,,,,,,,,,,,
240540,6886,06MN,1500,60,TURF,0,0,12,47.653,-92.4193,,120.6,,30,47.6509,-92.414,,,
243386,6887,06MO,3000,30,ASPH,1,0,15,39.2353,-94.8064,,156.6,,33,39.2278,-94.8022,,,
258123,6888,06MT,2200,60,TURF,0,0,E,,,,,,W,,,,,
247424,6889,06N,2811,60,ASPH-G,1,0,8,41.4302,-74.3961,503,62,563,26,41.4337,-74.387,521,242,
258046,6890,06NC,2600,90,TURF,0,0,9,,,,,,27,,,,,500
252568,6891,06ND,2800,50,TURF,0,0,8,,,,,,26,,,,,
269461,6892,06NE,130,95,CONC,0,0,H1,,,,,,,,,,,
256168,6893,06NH,1900,150,TURF,0,0,17,,,,,,35,,,,,
255352,6895,06NY,2000,75,TURF,0,0,15,,,,,,33,,,,,
269462,6896,06O1,40,40,CONC,0,0,H1,,,,,,,,,,,
254320,6897,06OH,2400,100,TURF,0,0,9,,,,,100,27,,,,,
253246,6898,06OI,2256,45,TURF-F,0,0,9,,,,,,27,,,,,48
269463,6899,06OK,300,100,TURF,0,0,H1,,,,,,,,,,,
253145,6900,06OR,1000,80,GRAVEL,0,0,N,,,,,,S,,,,,
246803,6901,06PA,2965,100,TURF-G,0,0,8,,,,,,26,,,,,
264638,45764,06PN,15,15,CONC,0,0,H1,,,,,,,,,,,
269464,45764,06PN,80,80,ASPH,0,0,H2,,,,,,,,,,,
248184,6903,06R,2480,30,ASPH-G,1,0,15,,,,,,33,,,,,
257773,6904,06SN,2400,75,TURF,0,0,17,,,,,,35,,,,,
254861,6905,06TA,1900,15,GRAVEL,0,0,N,,,,,,S,,,,,
245133,6906,06TE,3500,50,ASPH,0,0,8,30.3123,-95.0308,,83.9,,26,30.3131,-95.0229,,,
256454,6907,06TN,2000,50,TURF-F,0,0,5,,,,,,23,,,,,
340869,340868,06TT,3129,75,Turf,0,0,13,30.8629,-100.206,2165,,,31,30.8571,-100.198,2152,,
255358,6909,06TX,1680,60,TURF,0,0,1,,,,,,19,,,,,
251046,6910,06VA,2000,100,TURF-G,0,0,5,,,,,,23,,,,,
269465,6911,06WA,60,40,ASPH,0,0,H1,,,,,,,,,,,
257201,15372,06WN,2845,30,ASPH-G,1,0,9,46.9263,-122.558,,,528,27,46.9236,-122.548,,273.9,64
254934,6913,06XS,1750,100,TURF,0,0,16,,,,,,34,,,,,
252720,6914,06Y,2997,60,ASPH-G,1,0,14,45.8332,-96.1636,1055,,,32,45.8262,-96.1574,1068,,
265118,6915,07AL,6000,1200,TURF,0,0,H1,,,,,,,,,,,
252802,6916,07AR,3000,60,TURF,0,0,11,,,,,,29,,,,,
246800,6918,07B,3186,100,TURF-F,0,0,16,44.4518,-68.5728,363,,,34,44.4442,-68.5666,322,,
265119,6919,07CA,40,40,CONC,0,0,H1,,,,,,,,,,,
257130,6920,07CL,2220,50,ASPH,1,0,16,,,100,,,34,,,100,,
254680,6921,07CO,3100,75,TURF,0,0,2,,,,,,20,,,,,
249201,6923,07D,2244,65,TURF-G,1,0,18,43.0676,-82.724,770,177,,36,43.0614,-82.7236,770,357,1000
245843,6924,07FA,4500,70,ASPH,1,0,4,25.3207,-80.2792,,40,,22,25.3301,-80.2704,,,500
265120,6926,07FL,67,65,ASPH,0,0,H1,,,,,,,,,,,
248801,6927,07GA,1700,80,TURF,0,0,9,,,,,,27,,,,,
269466,6928,07I,15000,4000,WATER,0,0,NE,,,,,,SW,,,,,
251119,6929,07ID,3000,75,TURF-DIRT,0,0,NW,,,,,,SE,,,,,
265121,6930,07II,60,60,CONC,1,0,H1,,,,,,,,,,,
247283,6931,07IN,1860,80,TURF,0,0,N,,,,,,S,,,,,
250306,6932,07K,3700,60,CONC-E,1,0,15,41.1164,-98.0533,1715,,,33,41.1067,-98.0494,1716,,
254334,6933,07KS,2000,45,TURF,0,0,18,,,,,,36,,,,,
251732,6934,07KY,2000,100,TURF,0,0,11,,,,,,29,,,,,
265122,6935,07LA,30,15,CONC,0,0,H1,,,,,,,,,,,
265123,6936,07LS,50,50,CONC,0,0,H1,,,,,,,,,,,
265124,6937,07MA,120,60,TURF,0,0,H1,,,,,,,,,,,
251186,6938,07MD,1000,70,TURF,0,0,17,,,,,,35,,,,,
265125,6939,07ME,900,200,TURF,0,0,H1,,,,,,,,,,,
249456,6940,07MI,2904,100,TURF,0,0,9,,,,,,27,,,,,
255461,6941,07MN,2600,50,TURF,0,0,E,,,,,,W,,,,,
251479,6942,07MO,2700,40,TURF-GRVL-F,0,0,17,,,,,,35,,,,,
243729,6943,07MT,13500,300,CONC-G,1,0,10,48.4303,-106.552,2757,120,,28,48.4118,-106.504,2748,300,
254978,6944,07N,2200,100,TURF-F,0,0,16,,,,,370,34,,,,,100
246722,6945,07NC,2000,50,TURF,0,0,8,,,,,,26,,,,,
251305,6946,07NH,2500,200,WATER,0,0,05W,,,,,,23W,,,,,
251306,6946,07NH,2500,200,WATER,0,0,17W,,,,,,35W,,,,,
269467,6947,07NJ,45,45,ASPH,0,0,H1,,,,,,,,,,,
269468,6948,07NY,50,50,ASPH,1,0,H1,,,,,,,,,,,
269469,6949,07OH,30,30,CONC,0,0,H1,,,,,,,,,,,
255599,6950,07OK,2400,80,TURF,0,0,17,,,,,,35,,,,,
250148,6951,07OR,1200,100,TURF,0,0,17,,,,,,35,,,,,
264527,45747,07PN,1600,100,TURF,0,0,9,,,,,,27,,,,,
349113,349103,07PR,45,45,CON,1,0,H1,,,,,,,,,,,
253663,6953,07TA,2200,125,TURF,1,1,6,,,,,,24,,,,,
269470,6953,07TA,200,200,CONC-TURF,1,0,H1,,,,,,H1,,,,,
245010,6954,07TE,5000,100,ASPH,0,0,13,27.7258,-97.5175,39,134,,31,27.7164,-97.5064,,,
246384,6955,07TN,1800,75,TURF,0,0,7,,,,,,25,,,,,200
258085,6956,07TS,2500,75,TURF,1,0,17,,,,,,35,,,,,
269471,6957,07TX,400,50,TURF,0,0,H1,,,,,,,,,,,
246375,6958,07VA,1600,50,TURF,0,0,16,,,,,,34,,,,,
246408,6959,07VT,526,20,TURF,0,0,5,,,,,,23,,,,,
246409,6959,07VT,595,20,TURF,0,0,14,,,,,,32,,,,,
269472,6960,07WA,53,53,CONC,0,0,H1,,,,,,,,,,,
249465,6961,07WI,1500,50,TURF,0,0,9,,,,,,27,,,,,
346212,346208,07WY,2200,50,Turf,0,0,13,,,,,,31,,,,,
341554,341553,07XA,37,37,CON,0,0,H1,,,,,,-,,,,,
269473,6962,07XS,30,30,CONC,0,0,H1,,,,,,,,,,,
250120,6963,07Y,2850,150,TURF-G,0,0,16,46.9595,-93.5993,,,,34,46.9521,-93.5956,,,
264053,45248,08AK,1200,80,GRVL,0,0,1,,,,,,19,,,,,
332753,332752,08AL,4000,200,Water,0,0,9W,,,,,,27W,,,,,
265126,6964,08AR,50,50,CONC,0,0,H1,,,,,,,,,,,
265127,6965,08AZ,42,42,CONC,0,0,H1,,,,,,,,,,,
256187,6966,08B,1935,100,TURF-G,1,0,14,44.0017,-69.89,56,,417,32,43.9983,-69.8843,57,,143
265128,6967,08CA,60,60,ASPH,0,0,H1,,,,,,,,,,,
256508,6968,08CL,2000,50,DIRT,0,0,E,,,,,,W,,,,,
264245,45316,08CN,50,50,CONC,1,0,H1,,,,,,,,,,334,
251459,6969,08CO,2600,75,TURF,0,0,9,,,,,,27,,,,,
247428,6970,08CT,4700,1400,WATER,0,0,1,,,,,,19,,,,,
247914,6971,08F,2584,80,TURF-F,0,0,17,,,,,250,35,,,,,275
253784,6972,08FA,3390,75,TURF,0,0,9,,,,,,27,,,,,
256091,6973,08FD,4138,104,TURF,0,0,18,,,,,,36,,,,,
249206,6974,08FL,2500,100,TURF,0,0,3,,,,,,21,,,,,
269474,6975,08G,60,56,ASPH-G,0,0,H1,,,,,,,,,,,
247944,6976,08GA,5000,150,TURF,1,0,3,,,,,,21,,,,,
247959,6977,08ID,2500,60,GRAVEL,0,0,NW,,,,,,SE,,,,,
265129,6978,08II,30,30,CONC,0,0,H1,,,,,,,,,,,
256801,6979,08IL,2200,75,TURF,0,0,9,,,,,,27,,,,,
264168,45416,08IN,5000,1600,WATER,0,0,13W,,,,,,31W,,,,,
252718,6980,08IS,1320,70,TURF,0,0,18,,,,,,36,,,,,
249801,6981,08KS,2700,99,GRAVEL,1,0,17,,,,,,35,,,,,
251916,6982,08KY,2500,60,TURF-G,0,0,9,,,,,,27,,,,,
265130,6983,08LA,30,15,TURF,0,0,H1,,,,,,,,,,,
253307,6984,08LL,2190,100,TURF-G,0,0,18,,,,,,36,,,,,
250625,6985,08LS,2000,60,TURF,0,0,18,,,,,,36,,,,,
248052,6986,08MA,1000,18,ASPH,0,0,4,,,,,,22,,,,,
265131,6987,08MD,45,45,MATS,1,0,H1,,,,,,,,,,,
251307,6988,08ME,2300,90,TURF-F,0,0,13,,,,,,31,,,,,
265132,6989,08MI,60,60,ROOF-TOP,1,0,H1,,,,,,,,,,,
255433,6990,08MN,11088,6000,WATER,0,0,18,,,,,,36,,,,,
254746,6991,08MO,2640,50,TURF,0,0,3,,,,,,21,,,,,
254747,6991,08MO,2140,48,TURF,0,0,18,,,,,,36,,,,,
240690,6992,08MS,3725,50,ASPH-TURF,1,0,7,34.6605,-89.8742,,70,,25,34.664,-89.8625,,,
249901,6993,08MT,2600,80,DIRT,0,0,7,,,,,,25,,,,,
252026,6994,08N,2635,120,TURF-G,1,0,7,,,,,275,25,,,,,600
252690,6995,08NC,3200,50,TURF,0,0,18,,,,,350,36,,,,190,
256033,6996,08ND,1300,75,TURF,0,0,17,,,,,,35,,,,,
255528,6997,08NE,3000,100,TURF-G,1,0,11,,,,,,29,,,,,
269475,6998,08NH,80,80,CONC,1,0,H1,,,,,,,,,,,
269476,6999,08NJ,90,90,ASPH,0,0,H1,,,,,,,,,,,
345571,345570,08NR,1400,40,Turf,0,0,2,,,,,,20,,,,,
247873,7000,08NY,550,60,TURF,0,0,1,,,,,,19,,,,,
247874,7000,08NY,500,40,TURF,0,0,10,,,,,,28,,,,,
251440,7001,08OH,3000,50,TURF,0,0,E,,,,,,W,,,,,
248523,7002,08OK,1800,50,TURF,1,0,8,,,,,,26,,,,,
327862,327859,08OL,1029,40,Turf,0,0,18,,,,,,36,,,,,
255790,7003,08OR,2800,20,GRVL,0,0,18,,,,,,36,,,,,
269477,7004,08PA,200,150,TURF,0,0,H1,,,,,,,,,,,
269478,7005,08PN,50,50,ASPH,0,0,H1,,,,,,,,,,,
255617,7006,08R,2129,30,ASPH-P,1,0,11,41.4899,-71.6245,130,,,29,41.4891,-71.6168,127,,130
345366,345365,08SD,42,42,CON,0,0,H1,,,,,,,,,,,
269479,7007,08TA,200,100,TURF,0,0,H1,,,,,,,,,,,
241351,7008,08TE,3100,50,ASPH,0,0,16,29.9802,-98.7448,,166,,34,29.9719,-98.7425,,,
343407,343404,08TT,2015,75,CON,0,0,4,,,,,,22,,,,,
257722,7010,08TX,2100,30,TURF,1,0,9,,,,,,27,,,,,
257723,7010,08TX,1800,100,TURF,0,0,18,,,,,,36,,,,,
249615,7011,08U,3600,50,DIRT-F,0,0,1,,,,,,19,,,,,
248952,7012,08VA,1800,50,TURF,0,0,9,,,,,,27,,,,,
269480,7013,08WA,100,100,CONC,0,0,H1,,,,,,,,,,,
251207,7015,08XS,2350,100,TURF,0,0,3,,,,,,21,,,,,
329059,329058,09AA,22,24,Deck,0,0,H1,,,,,,H1,,,,,
264097,45270,09AK,1300,60,TURF,0,0,6,,,,,,24,,,,,
265133,7016,09AR,135,100,ASPH,0,0,H1,,,,,,,,,,,
246691,7017,09AZ,2350,80,DIRT,0,0,6,,,,,,24,,,,,
265134,7018,09CA,65,65,ASPH,1,0,H1,,,,,,,,,,,
241029,7019,09CL,3000,50,ASPH-F,0,0,1,39.11,-121.059,2240,26,,19,39.1175,-121.054,2310,,
269481,45317,09CN,50,50,CONC,1,0,H2,,,,,,,,,,,
256087,7020,09CO,3250,65,TURF,0,0,9,,,,,,27,,,,,
240175,7021,09FA,4800,50,ASPH-E,1,0,18,27.2522,-81.4131,,180,,36,27.2389,-81.4131,,,
252936,7022,09FD,2649,100,TURF,0,0,18,,,,,,36,,,,,
250951,7023,09FL,3000,150,TURF,0,0,9,,,,,500,27,,,,,
256213,7024,09GA,2400,70,TURF,0,0,9,,,,,,27,,,,,
253584,7025,09I,5000,1000,WATER,0,0,5,,,,,,23,,,,,
253585,7025,09I,5000,1000,WATER,0,0,8,,,,,,26,,,,,
255318,7026,09IA,2700,80,ASPH-TURF,0,0,9,,,,,,27,,,,,
248783,7027,09ID,2300,100,TURF,0,0,9,,,,,,27,,,,,
253215,7028,09II,1600,100,TURF,0,0,E,,,,,,W,,,,,
265135,7029,09IL,40,40,CONC,0,0,H1,,,,,,,,,,,
249554,7030,09IN,2200,70,TURF,1,0,9,,,,,,27,,,,,
249555,7030,09IN,2200,50,TURF,0,0,18,,,,,,36,,,,,
265136,7031,09IS,39,31,CONC,0,0,H1,,,,,,,,,,,
255422,7032,09KS,2500,60,TURF,0,0,17,,,,,,35,,,,,
265137,7033,09KY,50,50,CONC,0,0,H1,,,,,,,,,,,
265138,7034,09LA,50,50,CONC,0,0,H1,,,,,,,,,,,
248621,7035,09LL,2300,80,TURF,0,0,17,,,,,,35,,,,,
265139,7036,09LS,40,40,CONC,1,0,H1,,,,,,,,,,,
254362,7037,09MA,1700,50,TURF,0,0,9,,,,,,27,,,,,
254363,7037,09MA,2000,100,TURF,0,0,15,,,,,,33,,,,,
251828,7038,09ME,2000,100,TURF,0,0,4,,,,,,22,,,,,
265140,7039,09MI,40,40,CONC,0,0,H1,,,,,,,,,,,
256564,7041,09MO,1320,50,TURF,0,0,E,,,,,,W,,,,,
252352,7042,09N,1863,75,TURF-F,0,0,2,,,,,,20,,,,,
254270,7043,09NC,2400,80,TURF,0,0,16,,,,,,34,,,,,
247511,7044,09NE,2500,50,TURF,0,0,18,,,,,,36,,,,,
269482,7045,09NJ,100,100,TURF,0,0,H1,,,,,,,,,,,
324844,324843,09NR,1800,35,Turf,0,0,9,,,,,,27,,,,,
324845,324843,09NR,24,24,CON,0,0,H1,,,,,,H1,,,,,
324846,324843,09NR,24,24,CON,0,0,H2,,,,,,H2,,,,,
269483,7046,09NY,100,100,ASPH,0,0,H1,,,,,,,,,,,
249387,7047,09OK,2500,50,TURF,0,0,1,,,,,,19,,,,,
269484,7048,09OR,50,50,TURF,0,0,H1,,,,,,,,,,,
247110,7049,09PA,2300,200,TURF,0,0,6,,,,,,24,,,,,
253546,7051,09S,1765,150,TURF-P,0,0,16,48.8433,-117.284,2621,,,34,48.8385,-117.284,2603,,
246461,14580,09TA,2400,40,TURF-P,0,0,17,,,,,,35,,,,,
253777,7052,09TE,2815,45,TURF-F,0,0,16,,,,,,34,,,,,
269485,7053,09TN,80,80,CONC,0,0,H1,,,,,,,,,,,
244478,7054,09TS,4200,42,ASPH,0,0,9,29.4824,-103.171,,90,,27,29.4824,-103.158,,,
258106,7055,09TX,2340,120,TURF,0,0,10,,,,,,28,,,,,
258107,7055,09TX,1220,120,TURF,0,0,14,,,,,,32,,,,,
258108,7055,09TX,5200,120,TURF,0,0,E,,,,,,W,,,,,
255807,7056,09VA,1100,50,TURF,0,0,5,,,,,,23,,,,,
269486,7057,09VG,96,60,CONC,1,0,H1,,,,,,,,,,,
265141,7058,09W,60,60,ASPH-G,0,0,H1,,,,,,,,,,,
269487,7059,09WA,60,60,CONC,0,0,H1,,,,,,,,,,,
248295,7060,09WI,2500,100,TURF,0,0,N,,,,,,S,,,,,
269488,7061,09XS,90,90,CONC,0,0,H1,,,,,,,,,,,
256247,7062,09Y,8000,500,WATER,0,0,17,,,,,,35,,,,,
325324,325323,0AA7,2539,100,Turf,0,0,18,,,,,,36,,,,,
247079,7063,0AK,2541,55,GRVL-F,1,0,7,61.9346,-162.907,305,91,,25,61.9345,-162.892,288,271,47
251693,7064,0AK0,1050,70,TURF-G,0,0,8,,,,,,26,,,,220.6,250
255835,7065,0AK1,3000,2000,WATER,0,0,06W,,,,,,24W,,,,,
255836,7065,0AK1,2200,50,GRAVEL,0,0,8,,,,,200,26,,,,,
264070,45273,0AK2,1000,150,TURF-DIRT,0,0,3,,,,,,21,,,,,
248626,7066,0AK3,900,100,TURF,0,0,14,,,,,,32,,,,,
255362,7067,0AK5,1550,120,TURF,0,0,2,,,,,,20,,,,,
253702,7068,0AK6,1700,60,DIRT,0,0,11,,,,,,29,,,,,
252197,7069,0AK7,2400,75,GRVL,1,0,6,,,,,,24,,,,,
325125,7070,0AK8,150,150,GVL,0,0,H1,,,,,,H1,,,,,
253648,7071,0AK9,2000,30,GRVL,0,0,17,,,,,,35,,,,,
265142,7072,0AL0,90,90,ASPH,0,0,H1,,,,,,,,,,,
257351,7073,0AL1,2640,70,TURF,0,0,17,,,,,,35,,,,,
265143,7074,0AL2,24,21,CONC,0,0,H1,,,,,,,,,,,
265144,7075,0AL3,24,24,CONC,0,0,H1,,,,,,,,,,,
265145,7076,0AL4,30,30,CONC,0,0,H1,,,,,,,,,,,
251222,7077,0AL5,2200,100,TURF,0,0,15,,,,,,33,,,,,
265146,7078,0AL6,49,49,ASPH,0,0,H1,,,,,,,,,,,
265147,7079,0AL7,30,30,CONC,0,0,H1,,,,,,,,,,,
265148,7080,0AL8,55,55,ASPH,0,0,H1,,,,,,,,,,,
248305,7081,0AL9,2200,50,TURF,0,0,9,,,,,,27,,,,,
265149,7082,0AR0,60,60,ASPH,1,0,H1,,,,,,,,,,,
254331,7084,0AR2,2800,60,TURF-GRVL,0,0,18,,,,,,36,,,,,
249878,7085,0AR3,2000,50,TURF,0,0,E,,,,,,W,,,,,
265150,7086,0AR4,11,11,ASPH,0,0,H1,,,,,,,,,,,
265151,7087,0AR5,42,42,CONC,0,0,H1,,,,,,,,,,,
265152,7088,0AR6,20,20,CONC,0,0,H1,,,,,,,,,,,
251481,7089,0AR7,2200,50,TURF,0,0,18,,,,,,36,,,,,300
265153,7090,0AR8,30,30,CONC,0,0,H1,,,,,,,,,,,
265154,7091,0AR9,10,10,ASPH,0,0,H1,,,,,,,,,,,
265155,7092,0AZ0,40,40,MATS,1,0,H1,,,,,,,,,,,
255109,7093,0AZ1,2000,40,DIRT,0,0,3,,,,,,21,,,,,
255110,7093,0AZ1,3250,50,DIRT,0,0,14,,,,,,32,,,,,
255111,7093,0AZ1,2500,75,DIRT,0,0,16,,,,,,34,,,,,
240292,7094,0AZ2,1500,100,GRVL,0,0,12,33.7794,-113.644,,131,,30,33.7767,-113.64,,,
240293,7094,0AZ2,3500,100,ASPH,0,0,17,33.7828,-113.641,,183,,35,33.7733,-113.642,,,
248438,7095,0AZ4,2900,130,TURF,0,0,1,,,,,,19,,,,,
253973,7096,0AZ5,1400,60,ASPH-DIRT,0,0,17,,,,,675,35,,,,,563
265156,7097,0AZ6,40,45,CONC,0,0,H1,,,,,,,,,,,
265157,7097,0AZ6,40,45,CONC,0,0,H2,,,,,,,,,,,
265158,7097,0AZ6,40,45,CONC,0,0,H3,,,,,,,,,,,
265159,7098,0AZ7,50,50,CONC,0,0,H1,,,,,,,,,,,
255100,7099,0B2,1730,30,TURF-F,0,0,1,44.7615,-68.7671,,348,,19,44.7662,-68.7685,,168,
254852,7100,0B7,2575,30,ASPH-E,0,0,4,,,,,,22,,,,,
257597,7101,0C1,2375,35,ASPH-TRTD-P,1,0,2,39.4847,-94.7818,,19,,20,39.4909,-94.7792,,199,
255168,7102,0C2,2640,100,TURF-G,0,0,9,41.7709,-88.7084,760,,,27,41.7709,-88.6987,755,,
248990,7103,0C5,3800,100,TURF-G,1,0,18,43.5816,-85.2806,960,180,573,36,43.5712,-85.2806,960,,
257174,7104,0C7,3980,200,TURF-G,1,0,18,41.5273,-89.1329,727,,300,36,41.5164,-89.1324,715,,80
246710,7105,0C8,2831,180,TURF-G,1,0,18,41.5234,-88.6051,640,,380,36,41.5156,-88.6051,640,,250
265160,7107,0CA0,86,86,CONC,1,0,H1,,,,,,,,,,,
312186,7108,0CA1,2482,30,asphalt,0,1,8,34.9887,-120.462,190,94,,26,34.9882,-120.454,190,274,
265161,7109,0CA2,45,45,CONC,1,0,H1,,,,,,,,,,,
252332,7110,0CA3,2100,20,ASPH,0,0,10,,,,,,28,,,,,
255357,7111,0CA4,3600,50,TREATED,0,0,6,,,,,,24,,,,,
250486,7112,0CA5,1400,30,ASPH,0,0,11,,,,,,29,,,,,
249639,7113,0CA6,2400,40,ASPH,0,0,4,,,,,,22,,,,,
265162,7114,0CA7,85,85,CONC,0,0,H1,,,,,,,,,,,
253880,7115,0CA8,2250,50,DIRT,0,0,12,,,,,,30,,,,,
241917,7116,0CA9,3300,60,ASPH,0,0,16,35.5994,-120.339,,173,,34,35.5903,-120.338,,,
265163,7117,0CD0,50,50,CONC,1,0,H1,,,,,,,,,,,
265164,7118,0CD1,45,45,MATS,1,0,H1,,,,,,,,,,,
256348,7119,0CD2,2500,50,TURF-P,0,0,8,,,,,,26,,,,,
